Title,Author,genres
Money to Burn,Ricardo Piglia/Amanda Hopkinson,20th Century; Classics; Crime; Cultural; European Literature; Fiction; Historical; Historical Fiction; LGBT; Latin American; Latin American Literature; Literature; Mystery; Novels; Spanish Literature
Respiración artificial,Ricardo Piglia,20th Century; Contemporary; Cultural; European Literature; Fiction; Latin American; Latin American Literature; Literature; Novels; Romance; Spanish Literature; Unfinished
Plata quemada,Ricardo Piglia,20th Century; Classics; Crime; Cultural; European Literature; Fiction; Historical; Historical Fiction; LGBT; Latin American; Latin American Literature; Literature; Mystery; Novels; Spanish Literature
American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,Political Science
Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,
El túnel,Ernesto Sabato,20th Century; Academic; Classics; Cultural; European Literature; Fiction; Latin American; Latin American Literature; Literature; Novels; School; Spanish Literature; Thriller
The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,Biography; Christian; Christianity; Classics; History; Nonfiction; Philosophy; Religion; Spirituality; Theology
The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,Catholic; Christian; Christianity; Classics; History; Nonfiction; Philosophy; Religion; Spirituality; Theology
The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,Catholic; Christian; Christianity; Church; Church History; Classics; Faith; Nonfiction; Philosophy; Religion; Theology
Augustine of Hippo: A Biography,Peter R.L. Brown,Biography; Biography Memoir; Christian; Christianity; Church; Church History; History; Nonfiction; Philosophy; Religion; Theology
On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,Catholic; Christian; Christianity; Classics; Education; Faith; Nonfiction; Philosophy; Religion; Theology
Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,Biography; Christian; Christianity; Classics; History; Nonfiction; Philosophy; Religion; Spirituality; Theology
Saint Augustine,Garry Wills,Africa; Biography; Biography Memoir; Christianity; Church; Church History; Cultural; History; Nonfiction; Philosophy; Religion; Theology
Augustine: A Very Short Introduction,Henry Chadwick,Biography; Christian; Christianity; Church; Church History; History; Nonfiction; Philosophy; Religion; Spirituality; Theology
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,Christian; Christianity; Church; Church History; Nonfiction; Philosophy; Religion; Spirituality; Theology
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,Audiobook; Autobiography; Biography; Biography Memoir; Cooking; Food; Food and Drink; Foodie; Humor; Memoir; Nonfiction
Confesiones de un chef,Anthony Bourdain,Audiobook; Autobiography; Biography; Biography Memoir; Cooking; Food; Food and Drink; Foodie; Humor; Memoir; Nonfiction
The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,Academic; Ancient; Classics; Fantasy; Fiction; Greek Mythology; Literature; Mythology; Philosophy; Poetry; School
Metamorphoses,Ovid/David Raeburn/Denis Feeney,Academic; Ancient; Classics; Fantasy; Fiction; Greek Mythology; Literature; Mythology; Philosophy; Poetry; School
Metamorphoses,Ovid/Bernard Knox/Charles    Martin,Academic; Ancient; Classics; Fantasy; Fiction; Greek Mythology; Literature; Mythology; Philosophy; Poetry; School
Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,Classics; Fantasy; Fiction; Literature; Mythology; Poetry
Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,Classical Studies; Classics; Humanities; Poetry
Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,Academic; Classics; Humanities; Language; Linguistics; Nonfiction; Poetry; Reference; School; Textbooks
The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,Ancient; Classics; Literature; Love; Philosophy; Poetry
The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,Ancient; Ancient History; Classics; History; Literature; Philosophy; Poetry; Reference; Research; Roman
Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,Classics; Fantasy; Fiction; Mythology; Philosophy; Poetry
Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,Ancient; Classics; Fantasy; Fiction; Literature; Mythology; Philosophy; Poetry; Roman
Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,Humanities; Language
Tibullus: A Commentary,Michael C.J. Putnam,Classics
Dionysiac Poetics and Euripides' Bacchae,Charles Segal,Classical Studies; Criticism; Humanities; Nonfiction; Tragedy
Antigone,Sophocles/Reginald Gibbons/Charles Segal,Academic; Classics; Drama; Fantasy; Fiction; High School; Literature; Mythology; Plays; Read For School; School; Theatre; Young Adult
Antigone,Sophocles/Reginald Gibbons/Charles Segal,Academic; Classics; Drama; Fantasy; Fiction; High School; Literature; Mythology; Plays; Read For School; School; Theatre; Young Adult
Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,Computers
The Iliad,Homer/Robert Fitzgerald,Academic; Classics; Fantasy; Fiction; Greek Mythology; Historical; Historical Fiction; Literature; Mythology; Poetry; School; War
Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,Ancient History; Classics; History; Humanities; Literature; Nonfiction; Philosophy; Sexuality
Reading Greek Tragedy,Simon Goldhill,Classical Studies; Classics; Criticism; Humanities; Literary Criticism; Nonfiction; Plays; Theatre
Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,History
Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,Gender and Sexuality; History; Philosophy
2012: The Return of Quetzalcoatl,Daniel Pinchbeck,Anthropology; Cultural; History; Metaphysics; New Age; Nonfiction; Occult; Philosophy; Religion; Spirituality
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,Anthropology; Cultural; Nonfiction; Occult; Philosophy; Psychology; Religion; Science; Spirituality; Travel
Them: Adventures with Extremists,Jon Ronson,Audiobook; Essays; History; Humor; Journalism; Nonfiction; Politics; Psychology; Religion; Sociology; Writing
The Men Who Stare at Goats,Jon Ronson,Audiobook; Fantasy; History; Humor; Journalism; Military Fiction; Nonfiction; Paranormal; Politics; Psychology; War; Writing
Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,Anthropology; Audiobook; Economics; Historical; History; Nonfiction; Politics; Science; Sociology; World History
Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,Autobiography; Biography; Environment; Memoir; Nature; Nonfiction; Outdoors; Reference; Research; Sports; Travel
Into the Wild,Jon Krakauer,Academic; Adventure; Autobiography; Biography; Biography Memoir; Classics; Environment; Memoir; Nature; Nonfiction; School; Survival; Travel
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,Christian; Christian Living; Christianity; Faith; Nonfiction; Relationships; Religion; Self Help; Spirituality; Theology
Wild Swans: Three Daughters of China,Jung Chang,Asia; Asian Literature; Autobiography; Biography; Biography Memoir; China; Cultural; Historical; History; Literature; Memoir; Nonfiction
Wild Fire (John Corey  #4),Nelson DeMille,Action; Audiobook; Crime; Detective; Fiction; Mystery; Mystery Thriller; Suspense; Terrorism; Thriller; War
Born to Be Wild,Catherine Coulter,Chick Lit; Contemporary; Contemporary Romance; Fiction; Mystery; Mystery Thriller; Romance; Romantic Suspense; Suspense; Thriller; Womens Fiction
The Call of the Wild,Jack London/Avi,Academic; Adventure; Animals; Childrens; Classics; Fiction; Historical; Historical Fiction; Literature; Novels; School; Young Adult
Wild About Books,Judy Sierra/Marc Brown,Academic; Animals; Books About Books; Childrens; Fantasy; Fiction; Humor; Picture Books; Poetry; School; Storytime; Writing
In Web Design for Libraries,Charles P. Rubenstein,Computers
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,Academic; Adult; Autobiography; Economics; Memoir; Nonfiction; Politics; Poverty; School; Social Issues; Social Justice; Social Movements; Sociology
The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,Academic; Cultural; France; History; LGBT; Nonfiction; Philosophy; Psychology; Queer; Sexuality; Sociology; Theory
The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,Academic; Cultural; France; History; LGBT; Nonfiction; Philosophy; Psychology; Queer; Sexuality; Sociology; Theory
The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,Academic; Cultural; France; History; LGBT; Nonfiction; Philosophy; Psychology; Queer; Sexuality; Sociology; Theory
The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,Autobiography; Books About Books; British Literature; Classics; Culture; European Literature; Film; Media Tie In; Memoir; Nonfiction; Reference; Romance; Tv; Writing
Pride and Prejudice,Jane Austen,Adult; Audiobook; Classics; Fiction; Historical; Historical Fiction; Historical Romance; Literature; Novels; Romance
Pride & Prejudice,Jane Austen/Vivien Jones,Adult; Audiobook; Classics; Fiction; Historical; Historical Fiction; Historical Romance; Literature; Novels; Romance
Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,Adult; Audiobook; Classics; Fiction; Historical; Historical Fiction; Historical Romance; Literature; Novels; Romance
Pride and Prejudice,Jane Austen/Carol Howard,Adult; Audiobook; Classics; Fiction; Historical; Historical Fiction; Historical Romance; Literature; Novels; Romance
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,Audiobook; Biography; Crime; Cults; Historical; History; Journalism; Mystery; Nonfiction; Religion; True Crime; Writing
Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,Adventure; Art; History; Nonfiction; Photography; Travel
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,Adventure; Autobiography; Biography; Biography Memoir; History; Memoir; Mountaineering; Nonfiction; Sports; Survival; Travel
In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,Adventure; Autobiography; Biography; Biography Memoir; Cultural; Historical; History; Memoir; Nonfiction; Russia; Survival; Travel
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,Business; Culture; Economics; Education; History; Nonfiction; Politics; Science; Society; Sociology; Technology
La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,Business; Culture; Economics; Education; History; Nonfiction; Politics; Science; Society; Sociology; Technology
The Avalanche Handbook,David McClung/Peter Schaerer,Climbing; Guidebook; Mountaineering; Nature; Nonfiction; Outdoors; Reference
Avalanche,Arthur J. Roth,Academic; Adventure; Childrens; Fiction; School; Survival; Teen; Young Adult
Little Women,Louisa May Alcott,Audiobook; Childrens; Classic Literature; Classics; Fiction; Historical; Historical Fiction; Literature; Romance; Young Adult
Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,Audiobook; Childrens; Classic Literature; Classics; Fiction; Historical; Historical Fiction; Literature; Romance; Young Adult
Little Women,Louisa May Alcott/Paula Danziger,Audiobook; Childrens; Classic Literature; Classics; Fiction; Historical; Historical Fiction; Literature; Romance; Young Adult
Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,Audiobook; Childrens; Classic Literature; Classics; Fiction; Historical; Historical Fiction; Literature; Romance; Young Adult
Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,19th Century; American; Childrens; Classics; Fiction; Historical; Historical Fiction; Literature; Romance; Young Adult
Little Women,Louisa May Alcott,Audiobook; Childrens; Classic Literature; Classics; Fiction; Historical; Historical Fiction; Literature; Romance; Young Adult
A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,19th Century; Academic; British Literature; Classic Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Literature; Novels; School
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,19th Century; Academic; British Literature; Classic Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Literature; Novels; School
A Tale of Two Cities: Charles Dickens,SparkNotes,Classics
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,19th Century; Academic; British Literature; Classic Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Literature; Novels; School
A Tale of Two Cities,Charles Dickens/Simon Schama,19th Century; Academic; British Literature; Classic Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Literature; Novels; School
Den of Thieves,James B. Stewart,Biography; Buisness; Business; Crime; Economics; Finance; History; Journalism; Mystery; Nonfiction; True Crime; Writing
Den of Thieves (Cat Royal  #3),Julia Golding,Adventure; Childrens; Fantasy; Fiction; Historical; Historical Fiction; Middle Grade; Mystery; Teen; Young Adult
Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,19th Century; Adult Fiction; Anthologies; British Literature; Classic Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Literature; Reference
Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,19th Century; British Literature; Classic Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Literature; Mystery; Novels; Victorian
David Copperfield,Charles Dickens/Gish Jen,19th Century; Audiobook; British Literature; Classic Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Literature; Novels; Victorian
What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,19th Century; British Literature; European Literature; Historical; History; Language; Literature; Nonfiction; Reference; Regency; Research; Victorian; Writing
Charles Dickens,Jane Smiley,21st Century; Adult; Biography; Biography Memoir; Books About Books; Classics; Criticism; Historical; History; Literary Criticism; Literature; Nonfiction; Writing
Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,19th Century; British Literature; Classic Literature; Classics; English Literature; European Literature; Fiction; Historical; Historical Fiction; Literature; Novels; Victorian
Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,Anthropology; Biology; Evolution; History; Nonfiction; Popular Science; Psychology; Science; Sexuality; Sociology
The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,Anthropology; Biology; Environment; Evolution; History; Nature; Nonfiction; Popular Science; Psychology; Science; Sociology
J.K.Rowling,Colleen Sexton,Biography; Nonfiction
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,British Literature; Childrens; European Literature; Fantasy; Fiction; Magic; Middle Grade; Novels; Reference; Science Fiction Fantasy; Young Adult
J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,Nonfiction
Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,Adventure; Audiobook; Childrens; Classics; Fantasy; Fiction; Magic; Middle Grade; Science Fiction Fantasy; Young Adult
The Santaroga Barrier,Frank Herbert,20th Century; American; Audiobook; Fantasy; Fiction; Horror; Literature; Mystery; Novels; Science Fiction; Science Fiction Fantasy
The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,Audiobook; Fantasy; Fiction; Novels; Politics; Science Fiction; Science Fiction Fantasy; Space; Space Opera; Speculative Fiction
The Eyes of Heisenberg,Frank Herbert,Anthologies; Classics; Collections; Dystopia; Fantasy; Fiction; Novels; Science Fiction; Science Fiction Fantasy; Speculative Fiction; The United States Of America
The Birds (Methuen Drama),Sean O'Brien,Drama
The Frogs,Aristophanes/B.B. Rogers,Ancient; Classics; Comedy; Drama; Fantasy; Fiction; Humor; Literature; Mythology; Plays; Theatre
Lysistrata,Aristophanes/Jeffrey Henderson,Academic; Classics; Comedy; Drama; Feminism; Fiction; Humor; Literature; Plays; School; Theatre
"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,Fantasy; History; Mythology
Assembly of Women (Literary Classics),Aristophanes/Robert Mayhew,Ancient; Classical Studies; Classics; Comedy; Drama; Fiction; Humanities; Humor; Literature; Plays; Theatre
Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,Athens (Greece)
Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,Classics; History
Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,American; Anthologies; Classics; Crime; Detective; Fiction; Literature; Mystery; Noir; Novels
Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,American; Classics; Crime; Detective; Fiction; Literature; Mystery; Noir; Novels; Short Stories
The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,Classics; Crime; Detective; Fiction; Literature; Mystery; Noir; Novels; Thriller
The High Window (Philip Marlowe  #3),Raymond Chandler,American; Classics; Crime; Detective; Fiction; Hard Boiled; Literature; Mystery; Mystery Thriller; Noir; Novels; Thriller
The Simple Art of Murder,Raymond Chandler,Classics; Crime; Detective; Fiction; Hard Boiled; Language; Mystery; Mystery Thriller; Noir; Short Stories; Thriller; Writing
The Big Sleep (Philip Marlowe  #1),Raymond Chandler,American; Classics; Crime; Detective; Fiction; Literature; Mystery; Mystery Thriller; Noir; Novels; Thriller
The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,American; Classics; Crime; Detective; Fiction; Literature; Mystery; Mystery Thriller; Noir; Novels; Thriller
An Evening of Long Goodbyes,Paul Murray,21st Century; Contemporary; Cultural; European Literature; Fiction; Humor; Ireland; Irish Literature; Literary Fiction; Literature; Novels
The Long Goodbye: Memories of My Father,Patti   Davis,Autobiography; Biography; Biography Memoir; History; Memoir; Nonfiction; Politics; Presidents
Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn,Asian Literature; Cyberpunk; Fiction; Graphic Novels; Japanese Literature; Light Novel; Manga; Novels; Science Fiction; Sequential Art
The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,American; Classics; Crime; Detective; Fiction; Literature; Mystery; Mystery Thriller; Noir; Novels; Thriller
Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,Atheism; Biology; Evolution; Nonfiction; Philosophy; Psychology; Religion; Science; Skepticism; Sociology; Spirituality
Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,Atheism; Biology; Evolution; History; Nonfiction; Philosophy; Popular Science; Psychology; Religion; Science
Freedom Evolves,Daniel C. Dennett,Atheism; Biology; Brain; Evolution; Neuroscience; Nonfiction; Philosophy; Politics; Psychology; Religion; Science
Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,Academic; Artificial Intelligence; Biology; Brain; Essays; Metaphysics; Neuroscience; Nonfiction; Philosophy; Psychology; Science; Writing
Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,Audiobook; Biology; Brain; Evolution; Neuroscience; Nonfiction; Philosophy; Popular Science; Psychology; Science
Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey/Daniel C. Dennett,Nonfiction; Philosophy; Science; Skepticism
Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,Atheism; Biology; Evolution; Metaphysics; Neuroscience; Nonfiction; Personal Development; Philosophy; Psychology; Religion; Science; Self Help
The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter/Daniel C. Dennett,Artificial Intelligence; Biology; Brain; Essays; Neuroscience; Nonfiction; Philosophy; Psychology; Science; Short Stories; Spirituality; Writing
The Illustrated A Brief History of Time,Stephen Hawking,Astronomy; Audiobook; Classics; History; Nonfiction; Philosophy; Physics; Popular Science; Science; Space
A Briefer History of Time,Stephen Hawking/Leonard Mlodinow,Astronomy; Audiobook; Education; History; Nonfiction; Philosophy; Physics; Popular Science; Science; Space
The Universe in a Nutshell,Stephen Hawking,Astronomy; Audiobook; Education; History; Nonfiction; Philosophy; Physics; Popular Science; Science; Space
God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,Biography; Education; History; Mathematics; Nonfiction; Philosophy; Physics; Popular Science; Reference; Science
Stephen Hawking's Universe: The Cosmos Explained,David Filkin/Stephen Hawking,Astronomy; Education; Environment; History; Nature; Nonfiction; Physics; Popular Science; Reference; Science; Space
The Future of Spacetime,Stephen Hawking/Kip S. Thorne/Igor Novikov/Timothy Ferris/Alan Lightman/Richard     Price,Astronomy; Education; Essays; Nonfiction; Philosophy; Physics; Popular Science; Science; Writing
Stephen Hawking's Universe,John Boslough,Astronomy; Autobiography; Biography; Environment; Memoir; Nature; Nonfiction; Physics; Popular Science; Reference; Science; Space
The Nature of Space and Time,Stephen Hawking/Roger Penrose,Astronomy; British Literature; European Literature; Nonfiction; Philosophy; Physics; Popular Science; Reference; Science; Space; Unfinished
The Physics of Star Trek,Lawrence M. Krauss/Stephen Hawking,Astronomy; Media Tie In; Nonfiction; Physics; Popular Science; Reference; Science; Science Fiction Fantasy; Space; Star Trek; Tv
Falconry & Hawking,Phillip Glasier,Environment; Nature; Nonfiction
The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,Timothy Ferris,Anthologies; Astronomy; Essays; History; Mathematics; Nonfiction; Philosophy; Physics; Reference; Science; Writing
The Art of Nonfiction: A Guide for Writers and Readers,Ayn Rand/Robert Mayhew/Peter   Schwartz,Criticism; Education; Humanities; Language; Linguistics; Literary Fiction; Nonfiction; Philosophy; Reference; Semiotics; Theory; Writing
The Journals of Ayn Rand,Ayn Rand/Leonard Peikoff/David Harriman,American; Autobiography; Biography; Diary; History; Journal; Literature; Nonfiction; Philosophy; Psychology; The United States Of America
The Fountainhead,Ayn Rand/Leonard Peikoff,American; Architecture; Classic Literature; Classics; Fiction; Literary Fiction; Literature; Novels; Philosophy; Politics
The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,Nancy L. Mace/Peter V. Rabins,Education; Family; Health; Medical; Medicine; Nonfiction; Psychology; Reference; Science; Self Help
The 3-Hour Diet: On the Go,Jorge Cruise,Fitness; Health
The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann/Joseph Chilton Pearce/Neale Donald Walsch,Biology; Climate Change; Ecology; Environment; History; Nature; Nonfiction; Philosophy; Science; Spirituality; Sustainability
Specimen Days,Michael Cunningham,American; Contemporary; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Novels; Science Fiction; Short Stories
A Home at the End of the World,Michael Cunningham,American; Contemporary; Fiction; Gay; LGBT; Literary Fiction; Literature; Novels; Queer; Romance
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,Audiobook; Business; Leadership; Nonfiction; Personal Development; Philosophy; Psychology; Science; Self Help; Sociology
Blink,Ted Dekker,Adventure; Christian; Christian Fiction; Fantasy; Fiction; Mystery; Romance; Science Fiction; Suspense; Thriller
Blink-182: Tales from Beneath Your Mom,Mark Hoppus/Anne Hoppus/Alex Gaskarth,Biography; Music; Nonfiction
The Complete Novels,Jane Austen/Hugh  Thomson,Anthologies; British Literature; Classic Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Literature; Novels; Romance
The Jane Austen Book Club,Karen Joy Fowler,Adult; Adult Fiction; Book Club; Books About Books; Chick Lit; Contemporary; Fiction; Modern; Novels; Romance; Womens Fiction; Writing
Jane Austen: The Complete Novels,Jane Austen,Anthologies; British Literature; Classic Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Literature; Novels; Romance
Jane Austen's Letters,Jane Austen/Deirdre Le Faye,19th Century; Autobiography; Biography; Biography Memoir; Classics; Historical; History; Literature; Memoir; Nonfiction; Regency
Persuasion,Jane Austen/James Kinsley/Anna Massey/Richard S. Hartmetz/Maurgaux Motin/Deidre Shauna Lynch,19th Century; Audiobook; Classic Literature; Classics; Fiction; Historical; Historical Fiction; Historical Romance; Literature; Romance
Tea with Jane Austen,Kim Wilson/Tom Carpenter,Books About Books; British Literature; Cookbooks; Cooking; European Literature; Food; Food and Drink; Historical; History; Nonfiction; Reference; Regency; Research; Tea; Writing
The Old Man and the Sea,Ernest Hemingway/Donald Sutherland,20th Century; Academic; Adventure; American; Classic Literature; Classics; Fiction; Literary Fiction; Literature; Novels; School
Cliffs Notes on Hemingway's The Old Man and the Sea,Jeanne Sallade Criswell/Gary Carey,Literary Criticism
Flaubert's Parrot,Julian Barnes,20th Century; British Literature; Contemporary; Cultural; English Literature; European Literature; Fiction; France; Historical; Historical Fiction; Literary Fiction; Literature; Novels
Flaubert in Egypt: A Sensibility on Tour,Gustave Flaubert/Francis Steegmuller,19th Century; Africa; Classics; Cultural; Egypt; European Literature; France; French Literature; History; Literature; Nonfiction; Northern Africa; Travel
A Sentimental Education,Gustave Flaubert/Douglas Parmée,19th Century; Classics; Cultural; European Literature; Fiction; France; French Literature; Historical; Historical Fiction; Literary Fiction; Literature; Novels; Romance
Three Tales,Gustave Flaubert/Roger Whitehouse/Geoffrey Wall,19th Century; Academic; Classics; Cultural; European Literature; Fiction; France; French Literature; Literary Fiction; Literature; Novels; School; Short Stories
Sentimental Education,Gustave Flaubert/Robert Baldick/Geoffrey Wall,19th Century; Classics; Cultural; European Literature; Fiction; France; French Literature; Historical; Historical Fiction; Literary Fiction; Literature; Novels; Romance
The Family Idiot 5: Gustave Flaubert 1821-1857,Jean-Paul Sartre/Carol Cosman,Biography
Middlesex,Jeffrey Eugenides,Adult; Classics; Contemporary; Fiction; Historical; Historical Fiction; LGBT; Literary Fiction; Literature; Novels; Queer
Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,American History; Audiobook; Biography; Civil War; Historical; History; Leadership; Military History; Nonfiction; North American Hi...; Politics; Presidents
John Adams,David McCullough,American History; American Revolution; Audiobook; Biography; Biography Memoir; Historical; History; Military History; Nonfiction; North American Hi...; Politics; Presidents
The John Adams Reader: Eseential Writings on an American Composer,Thomas May/John   Adams,Essays; Music; Writing
The Letters of John and Abigail Adams,Abigail Adams/Frank Shuffelton,American; American History; Autobiography; Biography; Classics; Historical; History; Literature; Memoir; Nonfiction; North American Hi...; Politics; Womens
Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,American History; American Revolution; Biography; Biography Memoir; Historical; History; Military History; Nonfiction; North American Hi...; Politics; Presidents; Us Presidents
The Portable John Adams,John  Adams/John Patrick Diggins,American History; American Revolution; Biography; Classics; Essays; History; Law; Military History; Nonfiction; North American Hi...; Philosophy; Politics; Writing
Sex For Dummies,Ruth Westheimer,Adult; Counselling; Education; Nonfiction; Psychology; Reference; Self Help; Sexuality
Baby Signing For Dummies,Jennifer Watson,Humanities; Linguistics; Nonfiction; Parenting
The Feeling Good Handbook,David D. Burns,Counselling; Health; Inspirational; Mental Health; Nonfiction; Personal Development; Philosophy; Psychology; Reference; Self Help
On Death and Dying,Elisabeth Kübler-Ross,Death; Health; Medical; Medicine; Nonfiction; Philosophy; Psychology; Science; Self Help; Spirituality
Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,Death; Health; Nonfiction; Philosophy; Psychology; Reference; Self Help; Spirituality
The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder/Albert Lee Strickland,Academic; Counselling; Death; Nonfiction; Philosophy; Psychology; Read For School; School; Sociology; Textbooks
Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,Biography; History; Nonfiction; Politics
The Seven Habits of Highly Effective People,Stephen R. Covey,Audiobook; Business; Leadership; Management; Nonfiction; Personal Development; Philosophy; Productivity; Psychology; Self Help
